sample_column,measurement_type,drug,cell_line,condition_type,concentration_nM,replicate,parse_ok,PC1,PC2
_dyn_#Amuvatinib 30000nM.Tech replicate 1 of 1,dyn,Amuvatinib,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-37.34099964128052,5.634023470323543
_dyn_#Amuvatinib 3000nM.Tech replicate 1 of 1,dyn,Amuvatinib,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-41.93969779241371,7.760684915069136
_dyn_#Amuvatinib 300nM.Tech replicate 1 of 1,dyn,Amuvatinib,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-40.130781412111226,8.30419889473417
_dyn_#Amuvatinib 30nM.Tech replicate 1 of 1,dyn,Amuvatinib,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-34.124513574638215,3.795898524144153
_dyn_#Amuvatinib 3nM.Tech replicate 1 of 1,dyn,Amuvatinib,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-20.631852313120472,-8.173674011984145
_dyn_#Amuvatinib DMSO.Tech replicate 1 of 1,dyn,Amuvatinib,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-11.377320621205394,-19.07729750168465
_dyn_#Amuvatinib PDPD.Tech replicate 1 of 1,dyn,Amuvatinib,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-41.87760655348407,8.17755906779353
_dyn_#Apatinib 1000nM.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,48.273659997464364,-35.07145839407248
_dyn_#Apatinib 100nM.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,49.49023977332752,-36.55518688789646
_dyn_#Apatinib 10nM.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,49.66611021905056,-36.19491109656896
_dyn_#Apatinib 30000nM.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,48.57699092643898,-35.53807578026946
_dyn_#Apatinib 3000nM.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,47.31450216784296,-34.482201184688776
_dyn_#Apatinib 300nM.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,51.19021146481908,-37.48954575154529
_dyn_#Apatinib 30nM.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,56.03763048699804,-40.609290724948735
_dyn_#Apatinib 3nM.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,49.14950094800942,-35.870948841762726
_dyn_#Apatinib DMSO.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,37.65697397025126,-30.59979568129329
_dyn_#Apatinib PDPD.Tech replicate 1 of 1,dyn,Apatinib,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,55.750642292437306,-45.45756562727453
_dyn_#Apitolisib 1000nM.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-38.22989407416871,1.8607151144233525
_dyn_#Apitolisib 100nM.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-46.706249357463605,6.221945587728658
_dyn_#Apitolisib 10nM.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-63.77484182554295,11.898303905616118
_dyn_#Apitolisib 30000nM.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-40.516914489816976,3.8761576443488983
_dyn_#Apitolisib 3000nM.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-37.55382278224404,2.1786928416745317
_dyn_#Apitolisib 300nM.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-53.13934604963708,9.364350772642744
_dyn_#Apitolisib 30nM.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-62.75449166401239,11.838322930601649
_dyn_#Apitolisib 3nM.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-46.24270734448655,7.039199941186857
_dyn_#Apitolisib DMSO.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-46.18688242070948,5.999995389572005
_dyn_#Apitolisib PDPD.Tech replicate 1 of 1,dyn,Apitolisib,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-59.976935494918486,13.694423535955421
_dyn_#Axitinib 1000nM.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,78.44956635178998,-59.48792767016828
_dyn_#Axitinib 100nM.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,74.15571298592506,-57.31609827816941
_dyn_#Axitinib 10nM.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,74.20357637944298,-53.74980734712429
_dyn_#Axitinib 30000nM.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,77.12266179405862,-67.32530413492088
_dyn_#Axitinib 3000nM.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,71.56184843876768,-56.58908596336625
_dyn_#Axitinib 300nM.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,62.41941637033701,-45.96856057362928
_dyn_#Axitinib 30nM.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,58.17744565025401,-49.67674412010474
_dyn_#Axitinib 3nM.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,80.21166640514646,-59.30007941182351
_dyn_#Axitinib DMSO.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,75.4055157564593,-59.33189204293656
_dyn_#Axitinib PDPD.Tech replicate 1 of 1,dyn,Axitinib,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,68.11631746139903,-59.18997479978802
_dyn_#BGT-226 1000nM.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-15.431387634031806,-2.267071377215372
_dyn_#BGT-226 100nM.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-23.88000239855827,1.4412755870367175
_dyn_#BGT-226 10nM.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-8.385573476022973,-6.5882472709303705
_dyn_#BGT-226 30000nM.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-25.37651526246286,2.8416760444594127
_dyn_#BGT-226 3000nM.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-13.929421945340811,-2.7953535428209193
_dyn_#BGT-226 300nM.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-18.275613532754573,-1.652165599868005
_dyn_#BGT-226 30nM.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-6.806170559695891,-6.566531689642577
_dyn_#BGT-226 3nM.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-22.828802353612478,2.203623190565003
_dyn_#BGT-226 DMSO.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-33.45379916165116,1.1590532379314307
_dyn_#BGT-226 PDPD.Tech replicate 1 of 1,dyn,BGT-226,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-45.058650417030414,12.515869781690753
_dyn_#BI-2536 1000nM.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-83.15361279727084,39.962787705391904
_dyn_#BI-2536 100nM.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-78.25853250272944,38.368488966605035
_dyn_#BI-2536 10nM.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-38.62812171504004,10.791652102814368
_dyn_#BI-2536 30000nM.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-94.37127403630288,48.20503111599748
_dyn_#BI-2536 3000nM.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-99.16917847443726,51.83100481548428
_dyn_#BI-2536 300nM.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-88.71173194895104,42.45467212162383
_dyn_#BI-2536 30nM.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-7.5993553146660835,-2.9705371111186096
_dyn_#BI-2536 3nM.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-54.94460039095014,22.57427649162542
_dyn_#BI-2536 DMSO.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-65.43695402691155,28.671798081831916
_dyn_#BI-2536 PDPD.Tech replicate 1 of 1,dyn,BI-2536,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-110.23402065199646,60.00731689887013
_dyn_#BI-847325 1000nM.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-89.13065400076158,27.401504151710682
_dyn_#BI-847325 100nM.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-80.75551005526009,23.03887158213948
_dyn_#BI-847325 10nM.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-95.2146173366137,25.147555155578587
_dyn_#BI-847325 30000nM.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-89.54551329015925,26.15985238369379
_dyn_#BI-847325 3000nM.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-82.03314666195521,24.440255376325787
_dyn_#BI-847325 300nM.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-83.05877159925718,25.33544881581419
_dyn_#BI-847325 30nM.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-91.74770560115844,28.1138422812396
_dyn_#BI-847325 3nM.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-85.00153193586483,25.30148234463567
_dyn_#BI-847325 DMSO.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-83.12897564819504,25.603947693249324
_dyn_#BI-847325 PDPD.Tech replicate 1 of 1,dyn,BI-847325,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-80.28068197225626,26.43825925575556
_dyn_#BMS-387032 1000nM.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-28.572702072896156,3.9780373080341063
_dyn_#BMS-387032 100nM.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-34.25934302215817,7.397727088584612
_dyn_#BMS-387032 10nM.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-32.53682578249917,6.595694678402055
_dyn_#BMS-387032 30000nM.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-41.35853372383316,9.458113440459254
_dyn_#BMS-387032 3000nM.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-29.034001715531534,4.541071133965957
_dyn_#BMS-387032 300nM.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-27.8192429256942,3.811937233036279
_dyn_#BMS-387032 30nM.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-34.5506977586841,7.092612544246104
_dyn_#BMS-387032 3nM.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-37.21671062512831,8.390990361103214
_dyn_#BMS-387032 DMSO.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-29.313875691010807,4.675546091577745
_dyn_#BMS-387032 PDPD.Tech replicate 1 of 1,dyn,BMS-387032,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-25.547045893944066,0.6375954460639983
_dyn_#BMS-690514 1000nM.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-10.465023256518444,-3.413848117201259
_dyn_#BMS-690514 100nM.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-23.689191735994882,1.5859008905296574
_dyn_#BMS-690514 10nM.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-16.593619487645192,-2.122153541598024
_dyn_#BMS-690514 30000nM.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-18.495908501136025,-0.2786009839654694
_dyn_#BMS-690514 3000nM.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-5.173868400544101,-8.408998196313927
_dyn_#BMS-690514 300nM.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-4.633565128198967,-7.6517040827718965
_dyn_#BMS-690514 30nM.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-20.81816399321395,0.3057659700636631
_dyn_#BMS-690514 3nM.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-24.30453501974049,0.8740702765337127
_dyn_#BMS-690514 DMSO.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-12.890705309634546,-3.133845012994756
_dyn_#BMS-690514 PDPD.Tech replicate 1 of 1,dyn,BMS-690514,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-31.44319162214675,5.108741377315971
_dyn_#BMS-690514_inBT474 1000nM.Tech replicate 1 of 1,dyn,BMS-690514,BT474,treatment,1000.0,Tech replicate 1 of 1,True,166.9454383256189,62.52656795160621
_dyn_#BMS-690514_inBT474 100nM.Tech replicate 1 of 1,dyn,BMS-690514,BT474,treatment,100.0,Tech replicate 1 of 1,True,147.6754991364288,62.569681244295836
_dyn_#BMS-690514_inBT474 10nM.Tech replicate 1 of 1,dyn,BMS-690514,BT474,treatment,10.0,Tech replicate 1 of 1,True,156.80002816860093,63.83251188501136
_dyn_#BMS-690514_inBT474 30000nM.Tech replicate 1 of 1,dyn,BMS-690514,BT474,treatment,30000.0,Tech replicate 1 of 1,True,150.7624008183472,50.84949163237218
_dyn_#BMS-690514_inBT474 3000nM.Tech replicate 1 of 1,dyn,BMS-690514,BT474,treatment,3000.0,Tech replicate 1 of 1,True,143.31400694098716,52.54872189106041
_dyn_#BMS-690514_inBT474 300nM.Tech replicate 1 of 1,dyn,BMS-690514,BT474,treatment,300.0,Tech replicate 1 of 1,True,132.6744420917675,58.34200390317372
_dyn_#BMS-690514_inBT474 30nM.Tech replicate 1 of 1,dyn,BMS-690514,BT474,treatment,30.0,Tech replicate 1 of 1,True,146.77663474491152,62.442364953311476
_dyn_#BMS-690514_inBT474 3nM.Tech replicate 1 of 1,dyn,BMS-690514,BT474,treatment,3.0,Tech replicate 1 of 1,True,179.7007118943936,67.22243732522962
_dyn_#BMS-690514_inBT474 DMSO.Tech replicate 1 of 1,dyn,BMS-690514,BT474,dmso,0.0,Tech replicate 1 of 1,True,184.57316590699054,58.753664979563595
_dyn_#BMS-690514_inBT474 PDPD.Tech replicate 1 of 1,dyn,BMS-690514,BT474,pdpd,0.0,Tech replicate 1 of 1,True,157.00867639695284,40.22906222840746
_dyn_#BMS-754807 1000nM.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-23.839081258214733,0.8485830360547982
_dyn_#BMS-754807 100nM.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-20.461325110141807,-0.5122641008922462
_dyn_#BMS-754807 10nM.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-18.570123305400656,-1.2683456456783895
_dyn_#BMS-754807 30000nM.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-20.458941348590052,0.08430032494446169
_dyn_#BMS-754807 3000nM.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-21.826462632020473,0.3576725414134858
_dyn_#BMS-754807 300nM.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-23.43111944427965,1.0999385311419507
_dyn_#BMS-754807 30nM.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-20.1440104981219,-0.14185499786215575
_dyn_#BMS-754807 3nM.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-18.057957909673597,-1.7840558722132447
_dyn_#BMS-754807 DMSO.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-8.813377995381058,-7.100761882714297
_dyn_#BMS-754807 PDPD.Tech replicate 1 of 1,dyn,BMS-754807,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-38.23933012116039,8.119270068232638
_dyn_#BMS-777607 1000nM.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-13.195010020154099,-4.015611282546494
_dyn_#BMS-777607 100nM.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-18.27361132351367,-1.7665373568769744
_dyn_#BMS-777607 10nM.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-18.62302413459164,-1.24481637510584
_dyn_#BMS-777607 30000nM.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-18.721712336145426,-1.2210064690524183
_dyn_#BMS-777607 3000nM.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-17.666761204920416,-1.471127361588946
_dyn_#BMS-777607 300nM.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-12.609904360295443,-5.233742139808639
_dyn_#BMS-777607 30nM.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-10.890852982137835,-5.774802139141368
_dyn_#BMS-777607 3nM.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-24.82567637990956,0.6039370903224879
_dyn_#BMS-777607 DMSO.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-22.20007113482717,0.29293707767558885
_dyn_#BMS-777607 PDPD.Tech replicate 1 of 1,dyn,BMS-777607,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-26.374972814108624,3.897362271662848
_dyn_#BMS-777607_withCAKI 1000nM.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-3.7137952113055,-5.5613131721661055
_dyn_#BMS-777607_withCAKI 100nM.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-7.932871680694754,-5.3614599263396165
_dyn_#BMS-777607_withCAKI 10nM.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-8.425361493732188,-4.1612689832441365
_dyn_#BMS-777607_withCAKI 30000nM.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-18.074844890995802,-2.2942507374946945
_dyn_#BMS-777607_withCAKI 3000nM.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-12.084619471414387,-3.5963060955249615
_dyn_#BMS-777607_withCAKI 300nM.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-19.797251417443796,-1.6141578652209063
_dyn_#BMS-777607_withCAKI 30nM.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-5.724070177593902,-5.583604092717452
_dyn_#BMS-777607_withCAKI 3nM.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,0.3074001646951021,-7.6863172632326595
_dyn_#BMS-777607_withCAKI DMSO.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,3.0515828838052483,-10.675341843458947
_dyn_#BMS-777607_withCAKI PDPD.Tech replicate 1 of 1,dyn,BMS-777607_withCAKI,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-1.5688019801442143,-12.350017774685984
_dyn_#BMS-911543 1000nM.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-38.3013502472938,6.551774568269527
_dyn_#BMS-911543 100nM.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-69.23830000150589,20.595551364783113
_dyn_#BMS-911543 10nM.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,18.060345476202777,-24.60846383010813
_dyn_#BMS-911543 30000nM.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,14.384433264892897,-21.10621840220858
_dyn_#BMS-911543 3000nM.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,2.217994271843662,-16.649664810437294
_dyn_#BMS-911543 300nM.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-64.21802004316957,24.480404954763507
_dyn_#BMS-911543 30nM.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-67.35592788659123,25.322509377242916
_dyn_#BMS-911543 3nM.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,8.873627205171731,-18.632882532802654
_dyn_#BMS-911543 DMSO.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,31.992794961034612,-34.91524858754553
_dyn_#BMS-911543 PDPD.Tech replicate 1 of 1,dyn,BMS-911543,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,12.083304955361744,-24.291151166275895
_dyn_#BYL-719 1000nM.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-27.072918085745517,-2.813608514965269
_dyn_#BYL-719 100nM.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-38.81415667822259,3.4072523541023534
_dyn_#BYL-719 10nM.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-32.85361111855262,1.5652872337488932
_dyn_#BYL-719 30000nM.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-22.09440195322689,-5.84203338774688
_dyn_#BYL-719 3000nM.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-44.77814596507969,5.567081569770023
_dyn_#BYL-719 300nM.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-50.26174365189158,6.816314841562603
_dyn_#BYL-719 30nM.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-41.42408619550072,5.554809247761165
_dyn_#BYL-719 3nM.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-27.565484658527463,-0.16407099183017637
_dyn_#BYL-719 DMSO.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-33.839978257377446,1.0293813630031643
_dyn_#BYL-719 PDPD.Tech replicate 1 of 1,dyn,BYL-719,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-39.263836746708726,2.3464488806578117
_dyn_#Bafetinib 1000nM.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,treatment,1000.0,Tech replicate 1 of 1,True,-39.73370368106531,7.642419211438068
_dyn_#Bafetinib 100nM.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,treatment,100.0,Tech replicate 1 of 1,True,-42.94547291996655,7.550324012624772
_dyn_#Bafetinib 10nM.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,treatment,10.0,Tech replicate 1 of 1,True,-38.21164012910437,6.3372676868011055
_dyn_#Bafetinib 30000nM.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,treatment,30000.0,Tech replicate 1 of 1,True,-40.76247629875455,8.639001072027398
_dyn_#Bafetinib 3000nM.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,treatment,3000.0,Tech replicate 1 of 1,True,-31.35713770007224,4.199888720419036
_dyn_#Bafetinib 300nM.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,treatment,300.0,Tech replicate 1 of 1,True,-20.672010759643207,-1.0550072405992534
_dyn_#Bafetinib 30nM.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,treatment,30.0,Tech replicate 1 of 1,True,-19.58484146672358,-0.587971851578899
_dyn_#Bafetinib 3nM.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,treatment,3.0,Tech replicate 1 of 1,True,-26.583765587368465,1.1347078473916696
_dyn_#Bafetinib DMSO.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,dmso,0.0,Tech replicate 1 of 1,True,-46.74993115748228,10.100313939562433
_dyn_#Bafetinib PDPD.Tech replicate 1 of 1,dyn,Bafetinib,not_encoded,pdpd,0.0,Tech replicate 1 of 1,True,-12.666429399302901,-10.162383873191802
